score	n	ineditismo	poder	familias	datasets_sugeridos
0.221	3	0.33	3314	desmatamento_clima+sancao_integridade+vigilancia_sinan	br_inpe_sisam, br_tcu_inidoneos, br_ms_sinan_violencia
0.221	3	0.33	3314	educacao+fiscalizacao_ambiental+sancao_integridade	br_inep_saeb, br_ibama_autos, br_tcu_inidoneos
0.221	3	0.33	3314	educacao+mortalidade+sancao_integridade	br_inep_saeb, br_ms_sim, br_tcu_inidoneos
0.221	3	0.33	3314	educacao+natalidade+sancao_integridade	br_inep_saeb, br_ms_sinasc, br_tcu_inidoneos
0.221	3	0.33	3314	educacao+sancao_integridade+saude_producao	br_inep_saeb, br_tcu_inidoneos, br_ms_cnes
0.221	3	0.33	3314	educacao+sancao_integridade+vigilancia_sinan	br_inep_saeb, br_tcu_inidoneos, br_ms_sinan_violencia
0.221	3	0.33	3314	fiscal_municipal+fiscalizacao_ambiental+sancao_integridade	br_rf_arrecadacao, br_ibama_autos, br_tcu_inidoneos
0.221	3	0.33	3314	fiscal_municipal+mortalidade+sancao_integridade	br_rf_arrecadacao, br_ms_sim, br_tcu_inidoneos
0.221	3	0.33	3314	fiscal_municipal+natalidade+sancao_integridade	br_rf_arrecadacao, br_ms_sinasc, br_tcu_inidoneos
0.221	3	0.33	3314	fiscal_municipal+sancao_integridade+saneamento_agua	br_rf_arrecadacao, br_tcu_inidoneos, br_ana_outorgas
0.221	3	0.33	3314	fiscal_municipal+sancao_integridade+saude_producao	br_rf_arrecadacao, br_tcu_inidoneos, br_ms_cnes
0.221	3	0.33	3314	fiscalizacao_ambiental+fundiario+sancao_integridade	br_ibama_autos, br_sfb_sicar, br_tcu_inidoneos
0.221	3	0.33	3314	fiscalizacao_ambiental+sancao_integridade+saude_producao	br_ibama_autos, br_tcu_inidoneos, br_ms_cnes
0.221	3	0.33	3314	fundiario+mineracao_energia+sancao_integridade	br_sfb_sicar, br_anm, br_tcu_inidoneos
0.221	3	0.33	3314	fundiario+sancao_integridade+trabalho_empresa	br_sfb_sicar, br_tcu_inidoneos, br_me_cnpj
0.221	3	0.33	3314	mineracao_energia+mobilidade+sancao_integridade	br_anm, br_mobilidados_indicadores, br_tcu_inidoneos
0.221	3	0.33	3314	mineracao_energia+mortalidade+sancao_integridade	br_anm, br_ms_sim, br_tcu_inidoneos
0.221	3	0.33	3314	mineracao_energia+natalidade+sancao_integridade	br_anm, br_ms_sinasc, br_tcu_inidoneos
0.221	3	0.33	3314	mineracao_energia+sancao_integridade+saude_producao	br_anm, br_tcu_inidoneos, br_ms_cnes
0.221	3	0.33	3314	mineracao_energia+sancao_integridade+vigilancia_sinan	br_anm, br_tcu_inidoneos, br_ms_sinan_violencia
0.221	3	0.33	3314	mobilidade+sancao_integridade+trabalho_empresa	br_mobilidados_indicadores, br_tcu_inidoneos, br_me_cnpj
0.221	3	0.33	3314	mortalidade+politica+sancao_integridade	br_ms_sim, br_tse_eleicoes, br_tcu_inidoneos
0.221	3	0.33	3314	mortalidade+sancao_integridade+trabalho_empresa	br_ms_sim, br_tcu_inidoneos, br_me_cnpj
0.221	3	0.33	3314	mortalidade+sancao_integridade+transferencia_renda	br_ms_sim, br_tcu_inidoneos, br_mc_indicadores
0.221	3	0.33	3314	natalidade+politica+sancao_integridade	br_ms_sinasc, br_tse_eleicoes, br_tcu_inidoneos
0.221	3	0.33	3314	natalidade+sancao_integridade+trabalho_empresa	br_ms_sinasc, br_tcu_inidoneos, br_me_cnpj
0.221	3	0.33	3314	natalidade+sancao_integridade+transferencia_renda	br_ms_sinasc, br_tcu_inidoneos, br_mc_indicadores
0.221	3	0.33	3314	politica+sancao_integridade+saude_producao	br_tse_eleicoes, br_tcu_inidoneos, br_ms_cnes
0.221	3	0.33	3314	sancao_integridade+saneamento_agua+trabalho_empresa	br_tcu_inidoneos, br_ana_outorgas, br_me_cnpj
0.221	3	0.33	3314	sancao_integridade+saude_producao+trabalho_empresa	br_tcu_inidoneos, br_ms_cnes, br_me_cnpj
0.221	3	0.33	3314	sancao_integridade+saude_producao+transferencia_renda	br_tcu_inidoneos, br_ms_cnes, br_mc_indicadores
0.221	3	0.33	3314	sancao_integridade+trabalho_empresa+vigilancia_sinan	br_tcu_inidoneos, br_me_cnpj, br_ms_sinan_violencia
0.221	3	0.33	3314	sancao_integridade+transferencia_renda+vigilancia_sinan	br_tcu_inidoneos, br_mc_indicadores, br_ms_sinan_violencia
0.180	3	0.33	2696	agropecuaria+comercio_exterior+credito_financeiro	br_ibge_ppm, br_me_comex_stat, br_bcb_sicor
0.180	3	0.33	2696	agropecuaria+comercio_exterior+demografia_censo	br_ibge_ppm, br_me_comex_stat, br_ibge_censo2022_raca
0.180	3	0.33	2696	agropecuaria+comercio_exterior+fiscal_municipal	br_ibge_ppm, br_me_comex_stat, br_rf_arrecadacao
0.180	3	0.33	2696	agropecuaria+comercio_exterior+fiscalizacao_ambiental	br_ibge_ppm, br_me_comex_stat, br_ibama_autos
0.180	3	0.33	2696	agropecuaria+comercio_exterior+saneamento_agua	br_ibge_ppm, br_me_comex_stat, br_ana_outorgas
0.180	3	0.33	2696	agropecuaria+comercio_exterior+transferencia_renda	br_ibge_ppm, br_me_comex_stat, br_mc_indicadores
0.180	3	0.33	2696	comercio_exterior+compras_publicas+demografia_censo	br_me_comex_stat, br_cgu_emendas_parlamentares, br_ibge_censo2022_raca
0.180	3	0.33	2696	comercio_exterior+compras_publicas+desmatamento_clima	br_me_comex_stat, br_cgu_emendas_parlamentares, br_inpe_sisam
0.180	3	0.33	2696	comercio_exterior+compras_publicas+fundiario	br_me_comex_stat, br_cgu_emendas_parlamentares, br_sfb_sicar
0.180	3	0.33	2696	comercio_exterior+compras_publicas+trabalho_empresa	br_me_comex_stat, br_cgu_emendas_parlamentares, br_me_cnpj
0.180	3	0.33	2696	comercio_exterior+compras_publicas+transferencia_renda	br_me_comex_stat, br_cgu_emendas_parlamentares, br_mc_indicadores
0.180	3	0.33	2696	comercio_exterior+conectividade+demografia_censo	br_me_comex_stat, br_anatel_banda_larga_fixa, br_ibge_censo2022_raca
0.180	3	0.33	2696	comercio_exterior+conectividade+desmatamento_clima	br_me_comex_stat, br_anatel_banda_larga_fixa, br_inpe_sisam
0.180	3	0.33	2696	comercio_exterior+conectividade+trabalho_empresa	br_me_comex_stat, br_anatel_banda_larga_fixa, br_me_cnpj
0.180	3	0.33	2696	comercio_exterior+credito_financeiro+demografia_censo	br_me_comex_stat, br_bcb_sicor, br_ibge_censo2022_raca
0.180	3	0.33	2696	comercio_exterior+credito_financeiro+desmatamento_clima	br_me_comex_stat, br_bcb_sicor, br_inpe_sisam
0.180	3	0.33	2696	comercio_exterior+credito_financeiro+fundiario	br_me_comex_stat, br_bcb_sicor, br_sfb_sicar
0.180	3	0.33	2696	comercio_exterior+credito_financeiro+trabalho_empresa	br_me_comex_stat, br_bcb_sicor, br_me_cnpj
0.180	3	0.33	2696	comercio_exterior+credito_financeiro+transferencia_renda	br_me_comex_stat, br_bcb_sicor, br_mc_indicadores
0.180	3	0.33	2696	comercio_exterior+demografia_censo+educacao	br_me_comex_stat, br_ibge_censo2022_raca, br_inep_saeb
0.180	3	0.33	2696	comercio_exterior+demografia_censo+fiscal_municipal	br_me_comex_stat, br_ibge_censo2022_raca, br_rf_arrecadacao
0.180	3	0.33	2696	comercio_exterior+demografia_censo+fiscalizacao_ambiental	br_me_comex_stat, br_ibge_censo2022_raca, br_ibama_autos
0.180	3	0.33	2696	comercio_exterior+demografia_censo+mineracao_energia	br_me_comex_stat, br_ibge_censo2022_raca, br_anm
0.180	3	0.33	2696	comercio_exterior+demografia_censo+mobilidade	br_me_comex_stat, br_ibge_censo2022_raca, br_mobilidados_indicadores
0.180	3	0.33	2696	comercio_exterior+demografia_censo+mortalidade	br_me_comex_stat, br_ibge_censo2022_raca, br_ms_sim
0.180	3	0.33	2696	comercio_exterior+demografia_censo+natalidade	br_me_comex_stat, br_ibge_censo2022_raca, br_ms_sinasc
0.180	3	0.33	2696	comercio_exterior+demografia_censo+politica	br_me_comex_stat, br_ibge_censo2022_raca, br_tse_eleicoes
0.180	3	0.33	2696	comercio_exterior+demografia_censo+sancao_integridade	br_me_comex_stat, br_ibge_censo2022_raca, br_tcu_inidoneos
0.180	3	0.33	2696	comercio_exterior+demografia_censo+saneamento_agua	br_me_comex_stat, br_ibge_censo2022_raca, br_ana_outorgas
0.180	3	0.33	2696	comercio_exterior+demografia_censo+saude_producao	br_me_comex_stat, br_ibge_censo2022_raca, br_ms_cnes
0.180	3	0.33	2696	comercio_exterior+demografia_censo+vigilancia_sinan	br_me_comex_stat, br_ibge_censo2022_raca, br_ms_sinan_violencia
0.180	3	0.33	2696	comercio_exterior+desmatamento_clima+fiscalizacao_ambiental	br_me_comex_stat, br_inpe_sisam, br_ibama_autos
0.180	3	0.33	2696	comercio_exterior+desmatamento_clima+mineracao_energia	br_me_comex_stat, br_inpe_sisam, br_anm
0.180	3	0.33	2696	comercio_exterior+desmatamento_clima+mortalidade	br_me_comex_stat, br_inpe_sisam, br_ms_sim
0.180	3	0.33	2696	comercio_exterior+desmatamento_clima+sancao_integridade	br_me_comex_stat, br_inpe_sisam, br_tcu_inidoneos
0.180	3	0.33	2696	comercio_exterior+desmatamento_clima+saneamento_agua	br_me_comex_stat, br_inpe_sisam, br_ana_outorgas
0.180	3	0.33	2696	comercio_exterior+desmatamento_clima+saude_producao	br_me_comex_stat, br_inpe_sisam, br_ms_cnes
0.180	3	0.33	2696	comercio_exterior+desmatamento_clima+transferencia_renda	br_me_comex_stat, br_inpe_sisam, br_mc_indicadores
0.180	3	0.33	2696	comercio_exterior+desmatamento_clima+vigilancia_sinan	br_me_comex_stat, br_inpe_sisam, br_ms_sinan_violencia
0.180	3	0.33	2696	comercio_exterior+educacao+trabalho_empresa	br_me_comex_stat, br_inep_saeb, br_me_cnpj
0.180	3	0.33	2696	comercio_exterior+educacao+transferencia_renda	br_me_comex_stat, br_inep_saeb, br_mc_indicadores
0.180	3	0.33	2696	comercio_exterior+fiscal_municipal+trabalho_empresa	br_me_comex_stat, br_rf_arrecadacao, br_me_cnpj
0.180	3	0.33	2696	comercio_exterior+fiscal_municipal+transferencia_renda	br_me_comex_stat, br_rf_arrecadacao, br_mc_indicadores
0.180	3	0.33	2696	comercio_exterior+fiscalizacao_ambiental+fundiario	br_me_comex_stat, br_ibama_autos, br_sfb_sicar
0.180	3	0.33	2696	comercio_exterior+fiscalizacao_ambiental+trabalho_empresa	br_me_comex_stat, br_ibama_autos, br_me_cnpj
0.180	3	0.33	2696	comercio_exterior+fiscalizacao_ambiental+transferencia_renda	br_me_comex_stat, br_ibama_autos, br_mc_indicadores
0.180	3	0.33	2696	comercio_exterior+fundiario+mineracao_energia	br_me_comex_stat, br_sfb_sicar, br_anm
0.180	3	0.33	2696	comercio_exterior+fundiario+saude_producao	br_me_comex_stat, br_sfb_sicar, br_ms_cnes
0.180	3	0.33	2696	comercio_exterior+fundiario+transferencia_renda	br_me_comex_stat, br_sfb_sicar, br_mc_indicadores
0.180	3	0.33	2696	comercio_exterior+mineracao_energia+trabalho_empresa	br_me_comex_stat, br_anm, br_me_cnpj
0.180	3	0.33	2696	comercio_exterior+mineracao_energia+transferencia_renda	br_me_comex_stat, br_anm, br_mc_indicadores
0.180	3	0.33	2696	comercio_exterior+mobilidade+trabalho_empresa	br_me_comex_stat, br_mobilidados_indicadores, br_me_cnpj
0.180	3	0.33	2696	comercio_exterior+mortalidade+trabalho_empresa	br_me_comex_stat, br_ms_sim, br_me_cnpj
0.180	3	0.33	2696	comercio_exterior+mortalidade+transferencia_renda	br_me_comex_stat, br_ms_sim, br_mc_indicadores
0.180	3	0.33	2696	comercio_exterior+natalidade+trabalho_empresa	br_me_comex_stat, br_ms_sinasc, br_me_cnpj
0.180	3	0.33	2696	comercio_exterior+natalidade+transferencia_renda	br_me_comex_stat, br_ms_sinasc, br_mc_indicadores
0.180	3	0.33	2696	comercio_exterior+politica+trabalho_empresa	br_me_comex_stat, br_tse_eleicoes, br_me_cnpj
0.180	3	0.33	2696	comercio_exterior+politica+transferencia_renda	br_me_comex_stat, br_tse_eleicoes, br_mc_indicadores
0.180	3	0.33	2696	comercio_exterior+sancao_integridade+trabalho_empresa	br_me_comex_stat, br_tcu_inidoneos, br_me_cnpj
0.180	3	0.33	2696	comercio_exterior+sancao_integridade+transferencia_renda	br_me_comex_stat, br_tcu_inidoneos, br_mc_indicadores
0.180	3	0.33	2696	comercio_exterior+saneamento_agua+trabalho_empresa	br_me_comex_stat, br_ana_outorgas, br_me_cnpj
0.180	3	0.33	2696	comercio_exterior+saude_producao+trabalho_empresa	br_me_comex_stat, br_ms_cnes, br_me_cnpj
0.180	3	0.33	2696	comercio_exterior+saude_producao+transferencia_renda	br_me_comex_stat, br_ms_cnes, br_mc_indicadores
0.180	3	0.33	2696	comercio_exterior+trabalho_empresa+vigilancia_sinan	br_me_comex_stat, br_me_cnpj, br_ms_sinan_violencia
0.180	3	0.33	2696	comercio_exterior+transferencia_renda+vigilancia_sinan	br_me_comex_stat, br_mc_indicadores, br_ms_sinan_violencia
0.000	3	0.00	5571	demografia_censo+desmatamento_clima+saneamento_agua	br_ibge_censo2022_raca, br_inpe_sisam, br_ana_outorgas
0.000	3	0.00	5570	conectividade+demografia_censo+fiscal_municipal	br_anatel_banda_larga_fixa, br_ibge_censo2022_raca, br_rf_arrecadacao
0.000	3	0.00	5570	conectividade+demografia_censo+politica	br_anatel_banda_larga_fixa, br_ibge_censo2022_raca, br_tse_eleicoes
0.000	3	0.00	5570	conectividade+desmatamento_clima+saneamento_agua	br_anatel_banda_larga_fixa, br_inpe_sisam, br_ana_outorgas
0.000	3	0.00	5570	conectividade+educacao+fiscal_municipal	br_anatel_banda_larga_fixa, br_inep_saeb, br_rf_arrecadacao
0.000	3	0.00	5570	conectividade+educacao+mortalidade	br_anatel_banda_larga_fixa, br_inep_saeb, br_ms_sim
0.000	3	0.00	5570	conectividade+fiscal_municipal+mortalidade	br_anatel_banda_larga_fixa, br_rf_arrecadacao, br_ms_sim
0.000	3	0.00	5570	conectividade+fiscal_municipal+politica	br_anatel_banda_larga_fixa, br_rf_arrecadacao, br_tse_eleicoes
0.000	3	0.00	5570	conectividade+fiscal_municipal+trabalho_empresa	br_anatel_banda_larga_fixa, br_rf_arrecadacao, br_me_cnpj
0.000	3	0.00	5570	conectividade+mortalidade+politica	br_anatel_banda_larga_fixa, br_ms_sim, br_tse_eleicoes
0.000	3	0.00	5570	conectividade+mortalidade+saneamento_agua	br_anatel_banda_larga_fixa, br_ms_sim, br_ana_outorgas
0.000	3	0.00	5570	conectividade+politica+trabalho_empresa	br_anatel_banda_larga_fixa, br_tse_eleicoes, br_me_cnpj
0.000	3	0.00	5570	conectividade+saneamento_agua+trabalho_empresa	br_anatel_banda_larga_fixa, br_ana_outorgas, br_me_cnpj
0.000	3	0.00	5570	demografia_censo+educacao+fiscal_municipal	br_ibge_censo2022_raca, br_inep_saeb, br_rf_arrecadacao
0.000	3	0.00	5570	demografia_censo+educacao+saude_producao	br_ibge_censo2022_raca, br_inep_saeb, br_ms_cnes
0.000	3	0.00	5570	demografia_censo+fiscal_municipal+politica	br_ibge_censo2022_raca, br_rf_arrecadacao, br_tse_eleicoes
0.000	3	0.00	5570	demografia_censo+fiscal_municipal+saude_producao	br_ibge_censo2022_raca, br_rf_arrecadacao, br_ms_cnes
0.000	3	0.00	5570	demografia_censo+mortalidade+politica	br_ibge_censo2022_raca, br_ms_sim, br_tse_eleicoes
0.000	3	0.00	5570	demografia_censo+mortalidade+saude_producao	br_ibge_censo2022_raca, br_ms_sim, br_ms_cnes
0.000	3	0.00	5570	demografia_censo+politica+saude_producao	br_ibge_censo2022_raca, br_tse_eleicoes, br_ms_cnes
0.000	3	0.00	5570	demografia_censo+politica+transferencia_renda	br_ibge_censo2022_raca, br_tse_eleicoes, br_mc_indicadores
0.000	3	0.00	5570	demografia_censo+saneamento_agua+trabalho_empresa	br_ibge_censo2022_raca, br_ana_outorgas, br_me_cnpj
0.000	3	0.00	5570	desmatamento_clima+mortalidade+saude_producao	br_inpe_sisam, br_ms_sim, br_ms_cnes
0.000	3	0.00	5570	desmatamento_clima+saneamento_agua+trabalho_empresa	br_inpe_sisam, br_ana_outorgas, br_me_cnpj
0.000	3	0.00	5570	desmatamento_clima+saude_producao+trabalho_empresa	br_inpe_sisam, br_ms_cnes, br_me_cnpj
0.000	3	0.00	5570	educacao+fiscal_municipal+mortalidade	br_inep_saeb, br_rf_arrecadacao, br_ms_sim
0.000	3	0.00	5570	educacao+mortalidade+politica	br_inep_saeb, br_ms_sim, br_tse_eleicoes
0.000	3	0.00	5570	educacao+mortalidade+saude_producao	br_inep_saeb, br_ms_sim, br_ms_cnes
0.000	3	0.00	5570	educacao+mortalidade+trabalho_empresa	br_inep_saeb, br_ms_sim, br_me_cnpj
0.000	3	0.00	5570	educacao+mortalidade+transferencia_renda	br_inep_saeb, br_ms_sim, br_mc_indicadores
0.000	3	0.00	5570	fiscal_municipal+mortalidade+politica	br_rf_arrecadacao, br_ms_sim, br_tse_eleicoes
0.000	3	0.00	5570	fiscal_municipal+mortalidade+saneamento_agua	br_rf_arrecadacao, br_ms_sim, br_ana_outorgas
0.000	3	0.00	5570	fiscal_municipal+mortalidade+saude_producao	br_rf_arrecadacao, br_ms_sim, br_ms_cnes
0.000	3	0.00	5570	fiscal_municipal+mortalidade+trabalho_empresa	br_rf_arrecadacao, br_ms_sim, br_me_cnpj
0.000	3	0.00	5570	fiscal_municipal+mortalidade+transferencia_renda	br_rf_arrecadacao, br_ms_sim, br_mc_indicadores
0.000	3	0.00	5570	fiscal_municipal+saneamento_agua+trabalho_empresa	br_rf_arrecadacao, br_ana_outorgas, br_me_cnpj
0.000	3	0.00	5570	mortalidade+politica+trabalho_empresa	br_ms_sim, br_tse_eleicoes, br_me_cnpj
0.000	3	0.00	5570	mortalidade+politica+transferencia_renda	br_ms_sim, br_tse_eleicoes, br_mc_indicadores
0.000	3	0.00	5570	mortalidade+saneamento_agua+trabalho_empresa	br_ms_sim, br_ana_outorgas, br_me_cnpj
0.000	3	0.00	5570	mortalidade+saude_producao+transferencia_renda	br_ms_sim, br_ms_cnes, br_mc_indicadores
0.000	3	0.00	5567	agropecuaria+desmatamento_clima+saneamento_agua	br_ibge_ppm, br_inpe_sisam, br_ana_outorgas
0.000	3	0.00	5567	agropecuaria+desmatamento_clima+trabalho_empresa	br_ibge_ppm, br_inpe_sisam, br_me_cnpj
0.000	3	0.00	5567	agropecuaria+fiscal_municipal+saneamento_agua	br_ibge_ppm, br_rf_arrecadacao, br_ana_outorgas
0.000	3	0.00	5559	agropecuaria+fundiario+trabalho_empresa	br_ibge_ppm, br_sfb_sicar, br_me_cnpj
0.000	3	0.00	5559	demografia_censo+fundiario+trabalho_empresa	br_ibge_censo2022_raca, br_sfb_sicar, br_me_cnpj
0.000	3	0.00	5559	desmatamento_clima+fundiario+trabalho_empresa	br_inpe_sisam, br_sfb_sicar, br_me_cnpj
0.000	3	0.00	5559	fundiario+saude_producao+trabalho_empresa	br_sfb_sicar, br_ms_cnes, br_me_cnpj
0.000	3	0.00	5544	mobilidade+mortalidade+trabalho_empresa	br_mobilidados_indicadores, br_ms_sim, br_me_cnpj
0.000	3	0.00	5522	agropecuaria+credito_financeiro+desmatamento_clima	br_ibge_ppm, br_bcb_sicor, br_inpe_sisam
0.000	3	0.00	5522	agropecuaria+credito_financeiro+fiscal_municipal	br_ibge_ppm, br_bcb_sicor, br_rf_arrecadacao
0.000	3	0.00	5522	conectividade+credito_financeiro+desmatamento_clima	br_anatel_banda_larga_fixa, br_bcb_sicor, br_inpe_sisam
0.000	3	0.00	5522	conectividade+credito_financeiro+educacao	br_anatel_banda_larga_fixa, br_bcb_sicor, br_inep_saeb
0.000	3	0.00	5522	conectividade+credito_financeiro+fiscal_municipal	br_anatel_banda_larga_fixa, br_bcb_sicor, br_rf_arrecadacao
0.000	3	0.00	5522	credito_financeiro+demografia_censo+educacao	br_bcb_sicor, br_ibge_censo2022_raca, br_inep_saeb
0.000	3	0.00	5522	credito_financeiro+demografia_censo+fiscal_municipal	br_bcb_sicor, br_ibge_censo2022_raca, br_rf_arrecadacao
0.000	3	0.00	5522	credito_financeiro+educacao+fiscal_municipal	br_bcb_sicor, br_inep_saeb, br_rf_arrecadacao
0.000	3	0.00	5522	credito_financeiro+educacao+saude_producao	br_bcb_sicor, br_inep_saeb, br_ms_cnes
0.000	3	0.00	5522	credito_financeiro+fiscal_municipal+saude_producao	br_bcb_sicor, br_rf_arrecadacao, br_ms_cnes
0.000	3	0.00	5522	credito_financeiro+fiscal_municipal+trabalho_empresa	br_bcb_sicor, br_rf_arrecadacao, br_me_cnpj
0.000	3	0.00	5522	credito_financeiro+saude_producao+trabalho_empresa	br_bcb_sicor, br_ms_cnes, br_me_cnpj
0.000	3	0.00	5522	credito_financeiro+saude_producao+transferencia_renda	br_bcb_sicor, br_ms_cnes, br_mc_indicadores
0.000	3	0.00	5487	credito_financeiro+desmatamento_clima+vigilancia_sinan	br_bcb_sicor, br_inpe_sisam, br_ms_sinan_violencia
0.000	3	0.00	5487	credito_financeiro+educacao+vigilancia_sinan	br_bcb_sicor, br_inep_saeb, br_ms_sinan_violencia
0.000	3	0.00	5487	credito_financeiro+saude_producao+vigilancia_sinan	br_bcb_sicor, br_ms_cnes, br_ms_sinan_violencia
0.000	3	0.00	5487	credito_financeiro+trabalho_empresa+vigilancia_sinan	br_bcb_sicor, br_me_cnpj, br_ms_sinan_violencia
0.000	3	0.00	5487	credito_financeiro+transferencia_renda+vigilancia_sinan	br_bcb_sicor, br_mc_indicadores, br_ms_sinan_violencia
0.000	3	0.00	5487	demografia_censo+desmatamento_clima+vigilancia_sinan	br_ibge_censo2022_raca, br_inpe_sisam, br_ms_sinan_violencia
0.000	3	0.00	5487	demografia_censo+saneamento_agua+vigilancia_sinan	br_ibge_censo2022_raca, br_ana_outorgas, br_ms_sinan_violencia
0.000	3	0.00	5487	desmatamento_clima+mortalidade+vigilancia_sinan	br_inpe_sisam, br_ms_sim, br_ms_sinan_violencia
0.000	3	0.00	5487	desmatamento_clima+saneamento_agua+vigilancia_sinan	br_inpe_sisam, br_ana_outorgas, br_ms_sinan_violencia
0.000	3	0.00	5487	desmatamento_clima+saude_producao+vigilancia_sinan	br_inpe_sisam, br_ms_cnes, br_ms_sinan_violencia
0.000	3	0.00	5487	desmatamento_clima+trabalho_empresa+vigilancia_sinan	br_inpe_sisam, br_me_cnpj, br_ms_sinan_violencia
0.000	3	0.00	5487	educacao+mortalidade+vigilancia_sinan	br_inep_saeb, br_ms_sim, br_ms_sinan_violencia
0.000	3	0.00	5487	educacao+saude_producao+vigilancia_sinan	br_inep_saeb, br_ms_cnes, br_ms_sinan_violencia
0.000	3	0.00	5487	educacao+trabalho_empresa+vigilancia_sinan	br_inep_saeb, br_me_cnpj, br_ms_sinan_violencia
0.000	3	0.00	5487	educacao+transferencia_renda+vigilancia_sinan	br_inep_saeb, br_mc_indicadores, br_ms_sinan_violencia
0.000	3	0.00	5487	mortalidade+saneamento_agua+vigilancia_sinan	br_ms_sim, br_ana_outorgas, br_ms_sinan_violencia
0.000	3	0.00	5487	mortalidade+transferencia_renda+vigilancia_sinan	br_ms_sim, br_mc_indicadores, br_ms_sinan_violencia
0.000	3	0.00	5487	saude_producao+trabalho_empresa+vigilancia_sinan	br_ms_cnes, br_me_cnpj, br_ms_sinan_violencia
0.000	3	0.00	5487	trabalho_empresa+transferencia_renda+vigilancia_sinan	br_me_cnpj, br_mc_indicadores, br_ms_sinan_violencia
0.000	3	0.00	5475	agropecuaria+desmatamento_clima+fiscalizacao_ambiental	br_ibge_ppm, br_inpe_sisam, br_ibama_autos
0.000	3	0.00	5475	agropecuaria+fiscalizacao_ambiental+fundiario	br_ibge_ppm, br_ibama_autos, br_sfb_sicar
0.000	3	0.00	5475	agropecuaria+fiscalizacao_ambiental+trabalho_empresa	br_ibge_ppm, br_ibama_autos, br_me_cnpj
0.000	3	0.00	5475	conectividade+credito_financeiro+fiscalizacao_ambiental	br_anatel_banda_larga_fixa, br_bcb_sicor, br_ibama_autos
0.000	3	0.00	5475	conectividade+demografia_censo+fiscalizacao_ambiental	br_anatel_banda_larga_fixa, br_ibge_censo2022_raca, br_ibama_autos
0.000	3	0.00	5475	conectividade+desmatamento_clima+fiscalizacao_ambiental	br_anatel_banda_larga_fixa, br_inpe_sisam, br_ibama_autos
0.000	3	0.00	5475	conectividade+fiscalizacao_ambiental+politica	br_anatel_banda_larga_fixa, br_ibama_autos, br_tse_eleicoes
0.000	3	0.00	5475	conectividade+fiscalizacao_ambiental+trabalho_empresa	br_anatel_banda_larga_fixa, br_ibama_autos, br_me_cnpj
0.000	3	0.00	5475	credito_financeiro+fiscalizacao_ambiental+trabalho_empresa	br_bcb_sicor, br_ibama_autos, br_me_cnpj
0.000	3	0.00	5475	credito_financeiro+fiscalizacao_ambiental+transferencia_renda	br_bcb_sicor, br_ibama_autos, br_mc_indicadores
0.000	3	0.00	5475	demografia_censo+fiscalizacao_ambiental+politica	br_ibge_censo2022_raca, br_ibama_autos, br_tse_eleicoes
0.000	3	0.00	5475	demografia_censo+fiscalizacao_ambiental+trabalho_empresa	br_ibge_censo2022_raca, br_ibama_autos, br_me_cnpj
0.000	3	0.00	5475	demografia_censo+fiscalizacao_ambiental+transferencia_renda	br_ibge_censo2022_raca, br_ibama_autos, br_mc_indicadores
0.000	3	0.00	5475	fiscalizacao_ambiental+fundiario+trabalho_empresa	br_ibama_autos, br_sfb_sicar, br_me_cnpj
0.000	3	0.00	5475	fiscalizacao_ambiental+politica+saude_producao	br_ibama_autos, br_tse_eleicoes, br_ms_cnes
0.000	3	0.00	5475	fiscalizacao_ambiental+politica+trabalho_empresa	br_ibama_autos, br_tse_eleicoes, br_me_cnpj
0.000	3	0.00	5475	fiscalizacao_ambiental+politica+transferencia_renda	br_ibama_autos, br_tse_eleicoes, br_mc_indicadores
0.000	3	0.00	5475	fiscalizacao_ambiental+saude_producao+trabalho_empresa	br_ibama_autos, br_ms_cnes, br_me_cnpj
0.000	3	0.00	5475	fiscalizacao_ambiental+saude_producao+transferencia_renda	br_ibama_autos, br_ms_cnes, br_mc_indicadores
0.000	3	0.00	5475	fiscalizacao_ambiental+trabalho_empresa+transferencia_renda	br_ibama_autos, br_me_cnpj, br_mc_indicadores
0.000	3	0.00	5419	compras_publicas+conectividade+credito_financeiro	br_cgu_emendas_parlamentares, br_anatel_banda_larga_fixa, br_bcb_sicor
0.000	3	0.00	5419	compras_publicas+conectividade+desmatamento_clima	br_cgu_emendas_parlamentares, br_anatel_banda_larga_fixa, br_inpe_sisam
0.000	3	0.00	5419	compras_publicas+conectividade+educacao	br_cgu_emendas_parlamentares, br_anatel_banda_larga_fixa, br_inep_saeb
0.000	3	0.00	5419	compras_publicas+conectividade+fiscal_municipal	br_cgu_emendas_parlamentares, br_anatel_banda_larga_fixa, br_rf_arrecadacao
0.000	3	0.00	5419	compras_publicas+conectividade+fiscalizacao_ambiental	br_cgu_emendas_parlamentares, br_anatel_banda_larga_fixa, br_ibama_autos
0.000	3	0.00	5419	compras_publicas+conectividade+mortalidade	br_cgu_emendas_parlamentares, br_anatel_banda_larga_fixa, br_ms_sim
0.000	3	0.00	5419	compras_publicas+conectividade+politica	br_cgu_emendas_parlamentares, br_anatel_banda_larga_fixa, br_tse_eleicoes
0.000	3	0.00	5419	compras_publicas+conectividade+trabalho_empresa	br_cgu_emendas_parlamentares, br_anatel_banda_larga_fixa, br_me_cnpj
